N,P,K,rainfall,humidity,temperature,Soil_Moisture,Sunshine_hours,Wind_speed,pH,Organic_Carbon
105,80,132,1028.256369,61.36,39.68,41.98,5.97,2,6.39,1.06
105,80,132,1028.256369,61.36,39.68,47.02,6.47,8.89,7.17,0.8
89,66,71,433.4232138,83.34,27.19,55.32,7.04,15.91,6.17,0.82
2,56,128,1317.941909,40.95,22.18,29.61,6.11,8.6,6.59,1.58
120,41,81,2110.719063,38.29,33.15,31.67,4.37,12.47,6.7,0.75
2,56,128,1317.941909,40.95,22.18,29.7,4.7,9.61,6.02,0.9
5,36,76,2536.189989,88.47,26.55,56.25,8.05,8.3,7.33,0.68
88,77,70,1875.353351,44.18,33.42,30.97,7.38,14.99,6.09,0.81
120,41,81,2110.719063,38.29,33.15,24.8,7.23,12.4,5.96,1.35
18,75,76,2697.614197,82.86,26.14,54.79,5.01,15.54,6.87,0.56
6,54,23,2824.728791,81.48,18.01,52.87,7.88,17.62,5.51,0.91
41,38,124,2267.785471,79.53,25.29,48.78,7.43,16.76,7.06,0.64
72,98,126,857.6834066,43.6,22.04,27.17,9.7,10.04,6.94,0.74
65,48,52,1632.776658,51.62,31.18,34.99,5.79,9.82,6.62,0.69
96,44,29,1346.46549,69.83,39.01,44.72,6.66,6.99,6.46,1.11
6,54,23,2824.728791,81.48,18.01,56.74,6.51,11.7,7.09,0.67
37,12,94,1288.865429,79.54,37.67,54.71,8.11,4.23,7.35,0.61
79,5,137,1322.342437,45.13,26.16,30.1,5.74,6.08,6.19,0.33
41,38,124,2267.785471,79.53,25.29,54.5,8.01,16.2,6.56,0.81
106,49,101,2142.829418,56.03,18.44,41.62,6.11,9.54,5.77,0.97
34,11,29,1496.288904,56.75,15.46,36.9,7.94,17.92,6.37,0.77
3,91,9,2335.697463,52.88,15.64,32.74,7.16,11,7.19,0.7
34,11,29,1496.288904,56.75,15.46,37.71,9.36,5.72,6.02,0.67
5,36,76,2536.189989,88.47,26.55,65.62,7.18,7.07,7.33,0.82
121,7,149,1708.343871,66.45,23.21,46.77,8.88,11.79,6.3,0.65
34,11,29,1496.288904,56.75,15.46,41.18,6.34,8.85,6.05,0.71
96,44,29,1346.46549,69.83,39.01,44.09,9.63,12.41,5.95,0.25
30,73,67,1250.226635,54.66,18.58,42.24,6.23,3.38,5.67,1.35
68,49,19,2725.50021,84.59,15.62,57.26,7.02,16.34,7.14,0.83
34,11,29,1496.288904,56.75,15.46,38.04,8.52,11.23,7.24,0.68
79,5,137,1322.342437,45.13,26.16,32.67,6.67,11.2,6,0.74
94,12,57,2633.696307,63.78,23.89,43.41,3.18,6.71,6.96,0.56
54,28,106,2559.91505,81.8,16.55,57,7.12,9.32,6.07,0.89
96,44,29,1346.46549,69.83,39.01,45.11,8.95,11.81,5.97,1.06
3,91,9,2335.697463,52.88,15.64,34.07,7.36,17.32,7.21,1
34,11,29,1496.288904,56.75,15.46,38.05,5.32,4.91,5.86,1.41
65,48,52,1632.776658,51.62,31.18,39.23,8,9.83,6.51,0.99
99,92,40,1031.964038,50.95,37.57,37.96,7.69,13.87,6.68,0.2
3,91,9,2335.697463,52.88,15.64,38.91,6.57,10.86,7.35,1.24
112,93,118,1434.679168,49.11,33.04,35.82,6.57,9.87,6.59,1.11
102,88,100,2531.493177,89.27,26.16,54.63,3,4.52,7.11,0.8
34,11,29,1496.288904,56.75,15.46,37.12,6.28,10.77,7.35,0.87
3,91,9,2335.697463,52.88,15.64,36.6,7.61,9.68,5.65,1.13
90,83,10,868.0725787,39.95,26.66,30.23,5.76,2,6.44,0.44
2,56,128,1317.941909,40.95,22.18,29.69,4.01,3.93,6.06,0.9
99,92,40,1031.964038,50.95,37.57,30.12,7.91,7.89,5.67,0.69
72,98,126,857.6834066,43.6,22.04,26.28,9.51,6.53,7.01,0.65
54,28,106,2559.91505,81.8,16.55,52.06,5.89,9.64,5.86,0.86
89,66,71,433.4232138,83.34,27.19,53.6,6.65,12.8,6.34,0.95
65,48,52,1632.776658,51.62,31.18,32.48,8.43,8.93,6.9,1.15
128,84,92,989.1155953,31.24,16.39,23.62,5.58,7.11,5.71,1.21
68,49,19,2725.50021,84.59,15.62,52.91,7.13,8.24,5.7,0.9
96,44,29,1346.46549,69.83,39.01,51.37,6.99,2,6.24,0.76
34,11,29,1496.288904,56.75,15.46,40.88,6.05,8.88,5.79,0.63
89,66,71,433.4232138,83.34,27.19,51.79,6.64,10.98,7.28,1.3
68,49,19,2725.50021,84.59,15.62,57.29,6.96,12.24,5.51,1.19
24,48,124,2048.340015,53.69,29.99,39.06,8.82,5.71,5.59,0.65
42,67,127,967.3162763,49.15,33.59,36.4,6.29,16.3,6.64,1.28
89,66,71,433.4232138,83.34,27.19,56.59,7.43,7.13,5.91,1.09
105,80,132,1028.256369,61.36,39.68,41.39,8.63,10.51,7.34,1.2
128,84,92,989.1155953,31.24,16.39,24.92,6.45,10.74,7.03,0.96
2,56,128,1317.941909,40.95,22.18,32.91,7.29,12.16,6.8,0.79
72,98,126,857.6834066,43.6,22.04,30.63,6.04,18.87,6.56,0.8
96,44,29,1346.46549,69.83,39.01,52.79,6.64,14.59,6.62,1.09
94,12,57,2633.696307,63.78,23.89,46.84,8.11,11.58,6.04,0.46
18,75,76,2697.614197,82.86,26.14,51.54,7.59,9.63,6.44,0.88
37,12,94,1288.865429,79.54,37.67,54.34,8.16,12.14,5.87,1.07
34,11,29,1496.288904,56.75,15.46,40.4,4.24,12.71,6.32,0.38
37,12,94,1288.865429,79.54,37.67,54.33,6.51,8.25,6.61,0.76
107,82,91,1662.449809,73.27,19.47,50.1,6.19,12.2,7.49,1.15
96,44,29,1346.46549,69.83,39.01,53.56,5.7,10.93,7.2,0.76
6,54,23,2824.728791,81.48,18.01,50.32,8.14,13.24,5.74,0.82
37,12,94,1288.865429,79.54,37.67,49.78,6.34,10.5,5.6,0.92
37,12,94,1288.865429,79.54,37.67,49.34,3.38,12.37,5.67,0.88
105,80,132,1028.256369,61.36,39.68,46.19,7.49,12.89,5.67,0.42
30,73,67,1250.226635,54.66,18.58,39.07,6.04,11.18,7.04,0.51
25,81,43,1455.697857,32.32,23.45,27.68,9.61,12.23,7.23,0.57
30,73,67,1250.226635,54.66,18.58,43.17,5.04,14.92,5.97,0.6
4,36,57,548.7121479,49.94,36.92,39.31,9.36,8.54,6.3,0.59
112,93,118,1434.679168,49.11,33.04,33.65,6.63,10.99,6.4,1.11
121,7,149,1708.343871,66.45,23.21,45.17,5.5,9.37,5.67,0.91
2,56,128,1317.941909,40.95,22.18,28.06,7.98,9.65,6.87,0.2
4,36,57,548.7121479,49.94,36.92,30.67,8.02,10.35,6.06,0.56
112,93,118,1434.679168,49.11,33.04,31.78,7.49,10.94,6.62,1.21
4,36,57,548.7121479,49.94,36.92,32.52,6.19,15.87,5.88,1.11
37,12,94,1288.865429,79.54,37.67,48.9,8,13.16,6.98,0.57
102,88,100,2531.493177,89.27,26.16,59.83,5.07,2,5.5,0.58
42,67,127,967.3162763,49.15,33.59,33.68,11.02,9.91,6.4,0.69
65,48,52,1632.776658,51.62,31.18,36.75,4.68,17.85,6.86,1.22
25,81,43,1455.697857,32.32,23.45,24.94,5.56,7.3,6.2,0.57
105,80,132,1028.256369,61.36,39.68,40.53,5.92,6.19,6.33,1.2
54,28,106,2559.91505,81.8,16.55,54.82,5.74,6.53,6.9,0.64
37,12,94,1288.865429,79.54,37.67,52.7,4.94,8.42,6.73,0.8
30,73,67,1250.226635,54.66,18.58,38.49,8.05,14.77,6.21,1.48
102,88,100,2531.493177,89.27,26.16,57.98,9.37,6.88,7.2,1.14
54,28,106,2559.91505,81.8,16.55,56.13,5.52,5.59,7.45,0.56
25,81,43,1455.697857,32.32,23.45,29.27,7.6,15.04,5.77,0.9
94,12,57,2633.696307,63.78,23.89,42.17,4.05,7.39,7.48,1.18
34,11,29,1496.288904,56.75,15.46,42.01,5.12,14.41,5.51,0.96
41,38,124,2267.785471,79.53,25.29,45.84,6.59,12.58,5.57,0.76
37,12,94,1288.865429,79.54,37.67,48.75,7.34,4.38,5.55,0.31
34,11,29,1496.288904,56.75,15.46,38.4,4.84,13.07,6.64,0.2
105,80,132,1028.256369,61.36,39.68,43.05,6.06,12.88,6.27,0.46
18,75,76,2697.614197,82.86,26.14,52.77,5.7,7.95,7.05,1
42,67,127,967.3162763,49.15,33.59,33.83,8.58,12.68,6.79,0.23
107,82,91,1662.449809,73.27,19.47,52.16,7.79,11.54,6.68,0.65
42,67,127,967.3162763,49.15,33.59,32.17,5.84,7.85,5.86,0.92
106,49,101,2142.829418,56.03,18.44,39.14,6.58,12.75,6.25,1.11
79,5,137,1322.342437,45.13,26.16,29.71,6.2,12.93,5.85,1.26
34,11,29,1496.288904,56.75,15.46,41.61,7.62,6.99,7.22,1.27
3,91,9,2335.697463,52.88,15.64,39.27,7.4,9.99,7.01,1.41
25,81,43,1455.697857,32.32,23.45,24.05,5.4,11.55,7.25,0.74
24,48,124,2048.340015,53.69,29.99,43.06,5.97,12.79,6.53,1.23
2,56,128,1317.941909,40.95,22.18,29.99,4.6,4.99,5.93,0.72
107,82,91,1662.449809,73.27,19.47,46.91,5.76,8.07,6.33,1.82
37,12,94,1288.865429,79.54,37.67,55.87,5.93,14.79,6.91,1.28
128,84,92,989.1155953,31.24,16.39,20.61,6.78,15.37,7.42,0.8
41,38,124,2267.785471,79.53,25.29,54.15,8.73,12.86,7,0.8
99,92,40,1031.964038,50.95,37.57,37.2,5.42,11.07,6.77,1.05
128,84,92,989.1155953,31.24,16.39,20.07,8.31,12.79,7.08,0.71
102,88,100,2531.493177,89.27,26.16,59.72,7.91,7.05,6.66,0.82
24,48,124,2048.340015,53.69,29.99,37.41,6.52,2.09,5.89,1.02
102,88,100,2531.493177,89.27,26.16,63.65,4.58,11.99,7.16,0.96
42,67,127,967.3162763,49.15,33.59,29.44,6.03,8.92,6.4,1.38
79,5,137,1322.342437,45.13,26.16,28.26,5.88,12.42,6.99,0.54
121,7,149,1708.343871,66.45,23.21,44.31,7.69,3.58,7,0.89
68,49,19,2725.50021,84.59,15.62,52.24,8.69,12.69,6.56,0.72
121,7,149,1708.343871,66.45,23.21,48.5,8.29,4.3,7.32,0.55
25,81,43,1455.697857,32.32,23.45,22.5,9.01,16.42,6.08,0.43
54,28,106,2559.91505,81.8,16.55,55.83,6.6,10.88,6.46,1.24
112,93,118,1434.679168,49.11,33.04,32.07,8.87,8.11,6.06,0.8
30,73,67,1250.226635,54.66,18.58,36.59,8.27,6.11,6.24,0.91
4,36,57,548.7121479,49.94,36.92,34.09,4.27,14.64,5.64,0.65
41,38,124,2267.785471,79.53,25.29,57.19,5.18,2.39,7.06,0.51
3,91,9,2335.697463,52.88,15.64,37.92,8.32,9.61,7.18,0.53
25,81,43,1455.697857,32.32,23.45,26.86,4.45,13.54,5.63,0.75
121,7,149,1708.343871,66.45,23.21,39.51,5.73,10.34,5.81,0.24
106,49,101,2142.829418,56.03,18.44,38.64,6.83,15.32,5.61,0.55
79,5,137,1322.342437,45.13,26.16,32.69,5.77,2.96,5.63,0.96
96,44,29,1346.46549,69.83,39.01,45.07,5.37,11.73,6.93,0.57
88,77,70,1875.353351,44.18,33.42,35.75,8.27,8,6.7,0.51
94,12,57,2633.696307,63.78,23.89,47.45,7.69,13.67,5.91,0.68
25,81,43,1455.697857,32.32,23.45,30.59,6.89,12.6,6.9,0.82
3,91,9,2335.697463,52.88,15.64,35.7,8.66,10.88,5.69,0.96
30,73,67,1250.226635,54.66,18.58,39.22,8.59,9.15,7.4,0.67
6,54,23,2824.728791,81.48,18.01,49.91,6.11,14.6,5.91,1.08
41,38,124,2267.785471,79.53,25.29,48.8,6.14,16.14,6.7,1.17
18,75,76,2697.614197,82.86,26.14,51.29,6.79,10.76,5.82,0.77
3,91,9,2335.697463,52.88,15.64,38.44,8.43,12.73,6.51,0.95
34,11,29,1496.288904,56.75,15.46,36.76,5.44,9.77,6.16,0.52
105,80,132,1028.256369,61.36,39.68,43.39,7.23,18.67,6.23,0.42
89,66,71,433.4232138,83.34,27.19,53.97,5.47,12.75,5.78,1.26
89,66,71,433.4232138,83.34,27.19,55.5,8.98,19.54,7.5,1.06
72,98,126,857.6834066,43.6,22.04,35.66,4.76,14.1,5.55,1.29
94,12,57,2633.696307,63.78,23.89,43.22,7.88,16,6.48,1.06
3,91,9,2335.697463,52.88,15.64,35.51,8.67,9.06,6.89,0.91
120,41,81,2110.719063,38.29,33.15,28.36,10.95,10.6,6.02,0.82
107,82,91,1662.449809,73.27,19.47,47.72,8.03,20.91,7.26,0.72
99,92,40,1031.964038,50.95,37.57,36.25,7.65,16.32,6.21,1.12
54,28,106,2559.91505,81.8,16.55,55.39,5.5,2,5.71,0.7
107,82,91,1662.449809,73.27,19.47,47.52,6.53,4.6,5.79,1.13
89,66,71,433.4232138,83.34,27.19,60.63,8.54,7.47,6.03,0.91
68,49,19,2725.50021,84.59,15.62,52.71,6.75,15.58,7.3,0.92
107,82,91,1662.449809,73.27,19.47,45.83,5.35,2.77,7.09,0.7
102,88,100,2531.493177,89.27,26.16,58.5,9.27,17.42,7.4,0.84
3,91,9,2335.697463,52.88,15.64,33.51,5,9.74,7.16,0.6
37,12,94,1288.865429,79.54,37.67,50.9,3.11,4.02,6.22,0.53
37,12,94,1288.865429,79.54,37.67,55.5,9.19,8.07,6.06,0.71
2,56,128,1317.941909,40.95,22.18,29.94,5.43,14.39,6.67,0.87
90,83,10,868.0725787,39.95,26.66,28.05,9.9,5.13,7.39,0.2
94,12,57,2633.696307,63.78,23.89,42.92,8.26,6.91,6.62,1.21
54,28,106,2559.91505,81.8,16.55,50.44,8.19,9.13,6.3,1.4
88,77,70,1875.353351,44.18,33.42,35,11.56,6.89,6.58,0.47
107,82,91,1662.449809,73.27,19.47,49.49,9.64,8.73,6.67,0.86
30,73,67,1250.226635,54.66,18.58,35.25,4.93,8.72,5.9,0.61
5,36,76,2536.189989,88.47,26.55,60.13,6.64,5.88,6.73,0.44
88,77,70,1875.353351,44.18,33.42,32.44,6.82,5.27,6.82,0.47
107,82,91,1662.449809,73.27,19.47,49.11,4.51,8.32,6.43,0.42
5,36,76,2536.189989,88.47,26.55,57.24,4.79,8.27,5.72,0.45
107,82,91,1662.449809,73.27,19.47,46.99,7.8,11.63,6.41,0.81
105,80,132,1028.256369,61.36,39.68,43.17,8.66,4.86,6.56,1.04
96,44,29,1346.46549,69.83,39.01,49.06,6.49,10.93,7.17,0.61
102,88,100,2531.493177,89.27,26.16,57.63,6.94,12.19,6.38,1.21
128,84,92,989.1155953,31.24,16.39,21.42,6.38,11.36,6.53,0.73
41,38,124,2267.785471,79.53,25.29,53,3,8.4,5.84,1.26
128,84,92,989.1155953,31.24,16.39,23.68,5.29,15.23,6.37,0.7
107,82,91,1662.449809,73.27,19.47,55.1,9.05,10.24,7.05,0.77
24,48,124,2048.340015,53.69,29.99,40.48,6.31,2,6.42,0.91
4,36,57,548.7121479,49.94,36.92,40.13,9.98,11.68,7.07,0.37
112,93,118,1434.679168,49.11,33.04,35.84,5.29,10.55,5.85,1.08
54,28,106,2559.91505,81.8,16.55,49.59,4.88,12.32,7.32,0.9
88,77,70,1875.353351,44.18,33.42,33.47,7.25,12.76,5.92,1.64
94,12,57,2633.696307,63.78,23.89,46.78,9.09,4.03,5.87,1.52
41,38,124,2267.785471,79.53,25.29,46.67,5.42,12.67,6.26,0.75
88,77,70,1875.353351,44.18,33.42,33.42,5.47,21.56,6.13,0.76
105,80,132,1028.256369,61.36,39.68,40.59,8.32,10.59,6.01,0.96
106,49,101,2142.829418,56.03,18.44,39.83,6.32,11.72,6.28,1.29
102,88,100,2531.493177,89.27,26.16,55.06,5.84,12.31,5.67,1.24
5,36,76,2536.189989,88.47,26.55,56.39,8.48,7.56,7.37,1.05
4,36,57,548.7121479,49.94,36.92,37.91,6.9,15.81,6.02,0.93
34,11,29,1496.288904,56.75,15.46,40.42,7.86,10.45,5.55,0.55
5,36,76,2536.189989,88.47,26.55,57.84,6.67,10.27,7.19,0.92
41,38,124,2267.785471,79.53,25.29,55.36,5.54,17.53,6.64,0.84
42,67,127,967.3162763,49.15,33.59,34.08,9.24,2.57,6.25,0.83
25,81,43,1455.697857,32.32,23.45,22.59,8.83,9.19,6.99,0.93
128,84,92,989.1155953,31.24,16.39,27.32,4.45,10.56,5.98,0.79
37,12,94,1288.865429,79.54,37.67,54.98,9.75,21.48,6.77,0.9
94,12,57,2633.696307,63.78,23.89,41.83,8.91,11.33,6.66,1.01
99,92,40,1031.964038,50.95,37.57,37.96,6.1,18.23,5.99,1.05
34,11,29,1496.288904,56.75,15.46,40.82,8.62,8.77,7.22,0.72
106,49,101,2142.829418,56.03,18.44,35.07,6.47,5.94,6.24,0.46
34,11,29,1496.288904,56.75,15.46,38.1,8.76,10.21,6.49,1.08
24,48,124,2048.340015,53.69,29.99,39.92,7.91,9.87,6.42,1.03
72,98,126,857.6834066,43.6,22.04,38.99,5.66,12.13,6.33,0.94
89,66,71,433.4232138,83.34,27.19,55.29,8.56,12.23,5.7,0.73
107,82,91,1662.449809,73.27,19.47,46.5,7.2,8.4,6.21,0.68
106,49,101,2142.829418,56.03,18.44,33.38,8.2,18.73,7.14,0.99
105,80,132,1028.256369,61.36,39.68,41.04,7.46,11.39,6.07,0.76
41,38,124,2267.785471,79.53,25.29,49.27,7.28,14.96,6.52,0.83
94,12,57,2633.696307,63.78,23.89,44.13,6.94,14.05,5.84,0.99
65,48,52,1632.776658,51.62,31.18,37.4,6.68,15.99,5.91,1.07
4,36,57,548.7121479,49.94,36.92,31.41,4.93,11.6,6.33,1.18
121,7,149,1708.343871,66.45,23.21,43.31,3.84,9.86,7.09,1.05
88,77,70,1875.353351,44.18,33.42,33.36,4.9,9.28,5.67,1.05
3,91,9,2335.697463,52.88,15.64,33.98,7.54,13.08,5.94,0.92
96,44,29,1346.46549,69.83,39.01,45.07,6.86,4.24,7.41,0.85
25,81,43,1455.697857,32.32,23.45,25.07,6.49,12.11,7.44,1.22
99,92,40,1031.964038,50.95,37.57,32.01,6.31,9.64,5.99,0.2
79,5,137,1322.342437,45.13,26.16,28.33,8.33,12.62,5.98,0.8
6,54,23,2824.728791,81.48,18.01,53.83,6.18,7.23,5.53,0.46
34,11,29,1496.288904,56.75,15.46,38.7,4.46,10.49,7.37,0.78
99,92,40,1031.964038,50.95,37.57,34.27,5.68,5.12,7.07,1.2
79,5,137,1322.342437,45.13,26.16,40.08,6.85,18.07,5.99,0.51
54,28,106,2559.91505,81.8,16.55,52.37,5.57,4.36,6.52,0.21
6,54,23,2824.728791,81.48,18.01,49.49,9.67,13.21,6.93,0.28
121,7,149,1708.343871,66.45,23.21,50.98,4.02,11.96,6.11,1.34
121,7,149,1708.343871,66.45,23.21,41.04,8.22,12.14,6.9,0.63
128,84,92,989.1155953,31.24,16.39,20.92,5.38,6.91,7.3,1.07
34,11,29,1496.288904,56.75,15.46,40.82,5.82,13.13,6.99,0.34
89,66,71,433.4232138,83.34,27.19,54.82,7.65,12.19,5.57,0.74
34,11,29,1496.288904,56.75,15.46,39.22,6.96,15.39,6.55,0.8
25,81,43,1455.697857,32.32,23.45,25.33,9.55,15.2,5.85,0.76
102,88,100,2531.493177,89.27,26.16,57.88,9.8,11.21,7.29,1.13
90,83,10,868.0725787,39.95,26.66,24.76,4.48,2.27,5.9,0.56
72,98,126,857.6834066,43.6,22.04,33.14,4.72,11.3,5.74,1.02
5,36,76,2536.189989,88.47,26.55,53.13,7.61,11.2,5.52,0.93
5,36,76,2536.189989,88.47,26.55,54.82,7.67,15.26,7.38,0.38
68,49,19,2725.50021,84.59,15.62,56.09,7.44,6.37,6.05,1.1
112,93,118,1434.679168,49.11,33.04,30.99,6.72,11.48,5.74,0.33
89,66,71,433.4232138,83.34,27.19,58.23,7.7,15.43,6.21,1.09
90,83,10,868.0725787,39.95,26.66,39.34,6.58,5.4,5.73,0.8
37,12,94,1288.865429,79.54,37.67,62.36,6.29,13.63,6.09,0.97
112,93,118,1434.679168,49.11,33.04,33.39,7.18,7.54,7.24,0.32
107,82,91,1662.449809,73.27,19.47,46.11,8.04,13.82,5.62,0.76
88,77,70,1875.353351,44.18,33.42,32,8.2,8.28,6.72,0.51
96,44,29,1346.46549,69.83,39.01,47.66,6.19,8.88,6.21,0.54
34,11,29,1496.288904,56.75,15.46,33.73,4.78,15.34,6.82,0.65
65,48,52,1632.776658,51.62,31.18,35.86,8.69,13.33,7.18,0.49
6,54,23,2824.728791,81.48,18.01,54.18,6.88,10.91,5.85,1.21
90,83,10,868.0725787,39.95,26.66,31.92,4.64,16.06,5.66,0.45
68,49,19,2725.50021,84.59,15.62,60.09,5.86,8.26,5.56,0.79
42,67,127,967.3162763,49.15,33.59,29.63,3.96,21.96,6.82,0.85
42,67,127,967.3162763,49.15,33.59,31.68,6.19,5.5,6.23,1.08
96,44,29,1346.46549,69.83,39.01,49.77,5.78,9.2,7,0.66
65,48,52,1632.776658,51.62,31.18,40.24,7.77,6.82,5.85,0.75
90,83,10,868.0725787,39.95,26.66,26.1,7.4,5.93,6.54,1.07
79,5,137,1322.342437,45.13,26.16,29.48,5.86,2,5.75,0.41
120,41,81,2110.719063,38.29,33.15,31.79,7.59,8.13,6.34,0.81
24,48,124,2048.340015,53.69,29.99,36.56,6.77,6.74,5.55,0.7
30,73,67,1250.226635,54.66,18.58,35.09,5.78,8.24,6,0.42
99,92,40,1031.964038,50.95,37.57,25.42,4.93,3.96,7.1,1.31
18,75,76,2697.614197,82.86,26.14,54.55,8.43,10.04,6.2,0.81
120,41,81,2110.719063,38.29,33.15,35.39,11.3,2,5.71,0.73
30,73,67,1250.226635,54.66,18.58,39.57,6.04,5.58,5.61,0.99
88,77,70,1875.353351,44.18,33.42,30.18,5.14,4.26,6.18,1.07
88,77,70,1875.353351,44.18,33.42,31.89,7.57,13.76,6.32,1.1
30,73,67,1250.226635,54.66,18.58,41.41,7.63,4.73,7.4,0.76
64,9,133,596.9233626,56.94,34.27,40.1,8.49,8.41,6.82,0.93
18,75,76,2697.614197,82.86,26.14,55.16,8.61,15.23,7.5,0.83
72,98,126,857.6834066,43.6,22.04,30.48,9.49,12,7.28,0.88
79,5,137,1322.342437,45.13,26.16,31.12,5.72,5.57,6.61,0.61
3,91,9,2335.697463,52.88,15.64,36.29,6.38,11.9,5.65,0.2
102,88,100,2531.493177,89.27,26.16,57.08,8.28,12.49,6.17,0.43
65,48,52,1632.776658,51.62,31.18,34.42,7.64,13.7,5.64,0.45
30,73,67,1250.226635,54.66,18.58,37.48,9.41,7.86,6.12,0.34
105,80,132,1028.256369,61.36,39.68,37.43,3.85,11.72,5.69,0.7
79,5,137,1322.342437,45.13,26.16,30.36,5.15,7.92,7.12,0.85
94,12,57,2633.696307,63.78,23.89,43.45,5.08,6.51,6.82,1.25
88,77,70,1875.353351,44.18,33.42,28.6,7.11,7.3,5.83,1
2,56,128,1317.941909,40.95,22.18,28.52,7.84,18.5,6.99,0.9
120,41,81,2110.719063,38.29,33.15,29.12,8.27,10.79,5.97,1.25
128,84,92,989.1155953,31.24,16.39,31.34,6.38,14.28,7.09,0.83
128,84,92,989.1155953,31.24,16.39,22.97,7.12,13.41,6.1,0.39
18,75,76,2697.614197,82.86,26.14,52.14,5.72,18.87,5.71,1.08
107,82,91,1662.449809,73.27,19.47,44.05,8.31,4.82,7.18,0.67
99,92,40,1031.964038,50.95,37.57,37.24,5.99,8.84,6.42,0.7
65,48,52,1632.776658,51.62,31.18,36.55,10.74,3.07,6.41,0.77
120,41,81,2110.719063,38.29,33.15,23.8,7.39,10.37,7.01,0.88
90,83,10,868.0725787,39.95,26.66,30.71,7.9,4.9,6.19,0.65
88,77,70,1875.353351,44.18,33.42,36.63,7.41,3.68,6.83,0.96
94,12,57,2633.696307,63.78,23.89,43.47,7.38,12.17,6.85,0.63
79,5,137,1322.342437,45.13,26.16,33.75,8.2,8.47,6.57,0.67
2,56,128,1317.941909,40.95,22.18,33.21,5.34,4.58,5.76,0.68
112,93,118,1434.679168,49.11,33.04,33.27,4.63,14.49,6.99,0.98
99,92,40,1031.964038,50.95,37.57,34.17,7.02,15.52,7.25,0.85
94,12,57,2633.696307,63.78,23.89,42.44,7.8,16.98,5.74,1.2
2,56,128,1317.941909,40.95,22.18,26.12,5.74,12.44,5.63,0.81
107,82,91,1662.449809,73.27,19.47,51.62,7.23,4.8,7.2,0.73
65,48,52,1632.776658,51.62,31.18,41.84,6.28,8.57,5.82,0.8
94,12,57,2633.696307,63.78,23.89,41.32,6.96,15.79,6.88,0.7
120,41,81,2110.719063,38.29,33.15,26.52,4.97,3.98,7.39,0.68
112,93,118,1434.679168,49.11,33.04,36.96,5.77,11.45,7.39,0.93
3,91,9,2335.697463,52.88,15.64,33.9,6.24,10.63,6.14,1.5
120,41,81,2110.719063,38.29,33.15,23.78,7.4,15.31,6.27,1.14
64,9,133,596.9233626,56.94,34.27,39.2,4.51,15.42,5.78,0.75
105,80,132,1028.256369,61.36,39.68,40.75,7.39,10.71,6.34,0.48
6,54,23,2824.728791,81.48,18.01,50.34,6.46,15.28,6.6,0.48
3,91,9,2335.697463,52.88,15.64,37.46,7.13,4.82,6.94,0.82
4,36,57,548.7121479,49.94,36.92,30.34,8.66,11.64,7.07,0.6
72,98,126,857.6834066,43.6,22.04,33.67,5.97,8.8,5.98,0.89
90,83,10,868.0725787,39.95,26.66,28.41,5.67,7.53,6.84,0.81
128,84,92,989.1155953,31.24,16.39,20.49,5.93,9.7,5.97,0.95
90,83,10,868.0725787,39.95,26.66,27.73,9.13,14.58,6.76,0.2
107,82,91,1662.449809,73.27,19.47,55.65,6.29,9.55,7.3,0.91
99,92,40,1031.964038,50.95,37.57,37.32,6.76,7.68,5.53,0.75
6,54,23,2824.728791,81.48,18.01,56.22,6.5,17.48,6.24,1.01
18,75,76,2697.614197,82.86,26.14,55.98,8.73,13.64,5.81,0.48
18,75,76,2697.614197,82.86,26.14,55.05,6.01,11.64,7.15,0.96
88,77,70,1875.353351,44.18,33.42,26.58,7.97,11.45,7.09,0.2
72,98,126,857.6834066,43.6,22.04,27.3,6.43,4.88,7.39,0.7
102,88,100,2531.493177,89.27,26.16,58.61,10.03,15.21,6.59,1
79,5,137,1322.342437,45.13,26.16,34.16,7.3,7.04,7.11,0.99
41,38,124,2267.785471,79.53,25.29,50.59,5.73,12.93,6.27,0.8
42,67,127,967.3162763,49.15,33.59,33.09,8.3,12.94,7,1.02
25,81,43,1455.697857,32.32,23.45,23.64,7.24,12.72,5.88,0.25
58,57,83,2897.089361,79.08,21.89,51.73,10.78,9.63,7.29,0.9
91,52,67,2874.627489,61.75,37.1,41.97,6.45,14.74,7.28,0.44
20,77,66,2128.370695,55.8,18.53,44.52,5.62,3.36,6.07,0.38
91,52,67,2874.627489,61.75,37.1,43.81,8.4,7.52,6.93,0.37
91,52,67,2874.627489,61.75,37.1,40.8,8.62,10.01,6.03,0.88
10,50,54,904.6842239,75.59,32.21,48.42,6.68,11.3,7.09,1.07
20,77,66,2128.370695,55.8,18.53,45.1,7.67,13.32,7.15,1.13
20,77,66,2128.370695,55.8,18.53,42.33,5.75,9.61,6.51,0.2
20,77,66,2128.370695,55.8,18.53,37.39,6.98,14.9,6.23,1.09
91,52,67,2874.627489,61.75,37.1,40.09,10.09,8.52,6.55,0.9
58,57,83,2897.089361,79.08,21.89,55.07,7.61,13.17,6.73,0.66
20,77,66,2128.370695,55.8,18.53,39.18,7.82,7.61,6.34,0.66
91,52,67,2874.627489,61.75,37.1,35.65,6.01,13.26,7.28,0.52
10,50,54,904.6842239,75.59,32.21,45.13,7.3,14.83,7.21,0.78
58,57,83,2897.089361,79.08,21.89,48.72,7.32,15.18,7.06,0.49
